ProductCode,Name,Category,Brand,Type,FixedAssetType,CostingMethod,Length,Width,Height,Weight,CartonLength,CartonWidth,CartonHeight,CartonInnerQuantity,CartonQuantity,CartonVolume,WeightUnits,DimensionUnits,Barcode,MinimumBeforeReorder,ReorderQuantity,DefaultLocation,LastSuppliedBy,SupplierProductCode,SupplierProductName,SupplierFixedPrice,PriceTier1,PriceTier2,PriceTier3,PriceTier4,PriceTier5,PriceTier6,PriceTier7,PriceTier8,PriceTier9,PriceTier10,AssemblyBOM,AutoAssemble,AutoDisassemble,DropShip,DropShipSupplier,AverageCost,DefaultUnitOfMeasure,InventoryAccount,RevenueAccount,ExpenseAccount,COGSAccount,ProductAttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,AdditionalAttribute5,AdditionalAttribute6,AdditionalAttribute7,AdditionalAttribute8,AdditionalAttribute9,AdditionalAttribute10,DiscountName,ProductFamilySKU,ProductFamilyName,ProductFamilyOption1Name,ProductFamilyOption1Value,ProductFamilyOption2Name,ProductFamilyOption2Value,ProductFamilyOption3Name,ProductFamilyOption3Value,CommaDelimitedTags,StockLocator,PurchaseTaxRule,SaleTaxRule,Status,Description,ShortDescription,Sellable,PickZones,AlwaysShowQuantity,WarrantySetupName,InternalNote,ProductionBOM,MakeToOrderBom,QuantityToProduce,IsAccountingDimensionEnabled,DimensionAttribute1,DimensionAttribute2,DimensionAttribute3,DimensionAttribute4,DimensionAttribute5,DimensionAttribute6,DimensionAttribute7,DimensionAttribute8,DimensionAttribute9,DimensionAttribute10,HSCode,CountryOfOrigin
4606-Case Pack 6,Cocomelon My Own Stamp Set-Casepack 6,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,"DAVID Suzhou Creative Kids Co., Ltd",,,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No Drop Ship,,0,Case Pack 6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4595,Cocomelon Paper Plate Masquerade Kit -Make 3 Characters,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,12.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4599,Cocomelon Puffy Paint Window Cling Art For Kids 3+,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,9.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
6121,Cocomelon Science Kit for Kids - 5 Experiments and STEM Activities with Scented Dough,Toys,Cocomelon,Stock,,FIFO,0,0,0,0.53,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,14.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, MarketTimePrice, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4542,Cocomelon Sculpt & Play Stretch Sand Set For Kids 3+,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,9.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4603,Cocomelon Stamp & Style Set,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,"DAVID Suzhou Creative Kids Co., Ltd",,,0,15.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
CCM-STAMPSET-04566,Cocomelon Stamp Set By Creative Kids- 36+ Piece Wooden Stamps Set,Toys,Cocomelon,Stock,,FIFO,0,0,0,0.7,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,,,,0,24.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,3.06,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"3-5, CoCoMelon, CoComelon™, MCF, Retail",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
CCM-WATERMAT-04573,"Cocomelon Water Doodle Mat - Magic Doodle Play Mat with Stamps, Stickers & More Ages 2+",Toys,Cocomelon,Stock,,FIFO,0,0,0,1.5,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,"DAVID Suzhou Creative Kids Co., Ltd",,,0,34.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"0-3, CoComelon™, MCF, Retail",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4550,Cocomelon Water Reveal Art For Kids 3+,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,4.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4551,Cocomelon Water Reveal Art For Kids 3+,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,4.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, MarketTimePrice, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4552,Cocomelon Water Reveal Art For Kids 3+,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,4.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4637,CoComelon Window Art,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,"DAVID Suzhou Creative Kids Co., Ltd",,,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4531,CoComelon Wood Puzzle - School,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4531-Case Pack 12 PDQ,CoComelon Wood Puzzle - School-Casepack 12 PDQ,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No Drop Ship,,0,Case Pack 12 PDQ,,,,,,,,,,,,,,,,,,,,,,,,,,,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4533,Cocomelon Wooden Puzzle - Bedtime,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,12.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"Barcode, Description, FaireImport, Images, MarketTimePrice, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
"4533-DELETE 12, Inner 6 PDQ","Cocomelon Wooden Puzzle - Bedtime-Case Pack 12, Inner 6 PDQ",Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No Drop Ship,,0,"Case Pack 12, Inner 6 PDQ",,,,,,,,,,,,,,,,,,,,,,,,,,,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4533-Case Pack 6 PDQ,Cocomelon Wooden Puzzle - Bedtime-Casepack 6 PDQ,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,"DAVID Suzhou Creative Kids Co., Ltd",,,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No Drop Ship,,0,Case Pack 6 PDQ,,,,,,,,,,,,,,,,,,,,,,,,,,,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4537,Cocomelon Wooden Puzzle Animal Friends For Kids 2+,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,12.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4539,Cocomelon Wooden Puzzle Animal Friends For Kids 2+,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,12.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, MarketTimePrice, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4539-Case Pack 6,Cocomelon Wooden Puzzle Animal Friends For Kids 2+-Casepack 6,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No Drop Ship,,0,Case Pack 6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4532,Cocomelon Wooden Puzzle Friends For Kids 2+,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,12.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4535,Cocomelon Wooden Puzzle Numbers For Kids 2+,Toys,Cocomelon,Stock,,FIFO,0,0,0,0.75,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,12.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Images, MarketTimePrice, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
4536,Cocomelon Wooden Puzzle Play Time For Kids 2+,Toys,Cocomelon,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,39.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
BM-SNACKPACK-78826,Color-Your-Own Lunch Bag & Water Bottle,Toys,Creative Kids,Stock,,FIFO,0,0,0,0.61,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,,,,0,24.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,3.75,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"6-8, B ME, B Me™, MCF, Retail",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
CIU-RSNEARRING-62420,Craft It Up DIY Resin Earrings - 40+ Piece Beginners Kit,Toys,Creative Kids,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,,,,0,24.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,5.6,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"MCF, Missing Info",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
CIU-RESINRING-62035,Craft It Up DIY Resin Rings - 10+ Piece Beginners Kit,Toys,Craft It Up,Stock,,FIFO,10,3,12,0,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,,,,0,0,0,0,29.99,0,0,0,0,0,0,No,No,No,No Drop Ship,,5.59,Unit,,,,,,,,,,,,,,,,,CIU-RNECKLACE-62419,"Craft It Up Resin Rings, Necklace and Earrings",color,Multi-color,model,CIU-RESINRING-62035,Option 3,,,,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
CIU-RNECKLACE-62419,Craft It Up Resin Necklaces Beginners DIY Jewelry Kit,Toys,Craft It Up,Stock,,FIFO,10,3,12,0,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,,,,0,0,0,0,29.99,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,CIU-RNECKLACE-62419,"Craft It Up Resin Rings, Necklace and Earrings",color,Clear,model,62419,Option 3,,,,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
60504,Craft Vibes Only Shibori Tie Dye- DIY Tie Dye Bandana Kit,Toys,Creative Kids,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,19.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
78582,Craft Vibes Only Tie Dye Festival Blanket For Kids 8+,Toys,Creative Kids,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,24.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
63207,Creative Kids 2 in 1 Value Pack,Toys,Creative Kids,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,5.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
70270,Creative Kids 3 in 1 Super Set For Kids 6+,Toys,Creative Kids,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,"DAVID Suzhou Creative Kids Co., Ltd",,,0,19.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
CK-ADCFOODIECR-61466,Creative Kids Air Clay Foodie Creations,Toys,Creative Kids,Stock,,FIFO,0,0,0,1.2,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,,,,0,24.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,3.33,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"6-8, CREATIVE KIDS, Creative Kids™, MCF, Retail, Tactile Adventures",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
CK-ADCSOLARS-61469,Creative Kids Air Clay Solar System Figurines,Toys,Creative Kids,Stock,,FIFO,0,0,0,1.2,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,,,,0,24.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,3.33,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"6-8, CREATIVE KIDS, Creative Kids™, MCF, Retail, Tactile Adventures",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
61152,Creative Kids Air Dry Clay Ferris Wheel Kit,Toys,Creative Kids,Stock,,FIFO,0,0,0,0.6,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,24.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
CK-FERRISWHEEL-61152,Creative Kids Air Dry Clay Ferris Wheel Kit,Toys,Creative Kids,Stock,,FIFO,0,0,0,0.6,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,,,,0,24.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,1.28,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"6-8, CREATIVE KIDS, Creative Kids™, MCF, Tactile Adventures",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
MF-CK-ADCLAY-78722,Creative Kids Air Dry Clay Kit for Kids - 30 Vibrant Colors & 3 Clay Tools - STEM Educational Back to School DIY Molding Set - Modeling Crafts Gift for Children Boys Girls 4+,Toys,Creative Kids,Stock,,FIFO,7.48,7.48,6.3,0.861,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,,,,0,0,0,0,19.99,0,0,0,0,0,0,No,No,No,No Drop Ship,,3,Unit,,,,,,,,,,,,,,,,,MF-CK-ADCLAY-78722,Creative Kids Air Dry Clay Modeling Crafts Kit - Super Light Nontoxic - 50 Vibrant Colors & 6 Clay Tools - STEM Educational DIY Molding Set - Easy Instructions – Gift for Boys & Girls 3+,color,Multicolor,size,30 Pack,model,78722,,,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
79153,Creative Kids B Me Bead Box and Jewelry Making Kit for Girls,Toys,Creative Kids,Stock,,FIFO,0,0,0,1.54,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,24.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, MarketTimePrice, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
63224,Creative Kids Cast and Paint Dinosaurs,Toys,Creative Kids,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,5.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,0 in stock,,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
63225,Creative Kids Cast and Paint Glow Creatures,Toys,Creative Kids,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,39.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"Barcode, Description, FaireImport3, Images, MarketTimePrice, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
CK-CLAYCHARM-61467,Creative Kids Clay Charms - Sculpt Over 30 Various Clay Charms,Toys,Creative Kids,Stock,,FIFO,0,0,0,1.3,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,,,,0,24.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,4.38,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"6-8, CREATIVE KIDS, Creative Kids™, MCF, Retail, Tactile Adventures",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
CCM-WTERBOOKS-04571,Creative Kids Cocomelon Water Books - Set of 3 Water Coloring Books for Toddlers - Reveal Pad Bundle - Paint with Water - Reusable Water Paint Book - Magic On The Go Activity Pad for Age 3+,Toys,Creative Kids,Stock,,FIFO,6.5,3,9,0,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,,,,0,0,0,0,19.99,0,0,0,0,0,0,No,No,No,No Drop Ship,,3.16,Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
YH-BF600-77390,"Creative Kids Connecting Clicks - 600 Piece Interlocking Plastic Disc Set for Fun, Creative Building - Educational STEM Construction Toy for Boys & Girls - Non Toxic, Ages 3+",Toys,Creative Kids,Stock,,FIFO,11,6.6,7.8,0.666,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,,,,0,0,0,0,14.99,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,YH-BF600-77390,"Creative Kids Connecting Clicks – Piece Interlocking Plastic Disc Set for Safe, Fun, Creative Building – Educational STEM Construction Toy for Boys & Girls - Non Toxic – Ages 3+",color,"Rainbow,transparent",size,600 Pieces,style,600 Pieces,,,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
CK-POPSTICK-61459,Creative Kids Create 12 Pop Stick Art For Kids,Toys,Creative Kids,Stock,,FIFO,0,0,0,0.9,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,,,,0,24.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,1.55,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"3-5, CREATIVE KIDS, Creative Kids™, Creativity Central, MCF, Retail",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
CK-SQUISPPACK-61462,Creative Kids DIY Squishy Party Pack - 12 Individual Keychain Squishy Kits,Toys,Creative Kids,Stock,,FIFO,0,0,0,1.2,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,,,,0,24.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,4.1,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"6-8, Creative Kids™, Creativity Central, MCF, Retail",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
60186,Creative Kids Funky Pillow Maker For Kids 6+  Narwall,Toys,Creative Kids,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,9.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
75063,Creative Kids Glow in the Dark Bouncy Balls For Kids 6+,Toys,Creative Kids,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,19.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"Description, FaireImport, Images, MarketTimePrice, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
61478,Creative Kids Jumbo Gem Art,Toys,Creative Kids,Stock,,FIFO,0,0,0,1,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,24.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,China
CK-JUMBOGEMART-61478,Creative Kids Jumbo Gem Art,Toys,Creative Kids,Stock,,FIFO,0,0,0,1,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,,,,0,24.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,2.98,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"6-8, creative kids, Creative Kids™, Creativity Central, MCF, Retail",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,China
Shopify 42360048681205,Creative Kids Jumbo Gem Art,Toys,Creative Kids,Stock,,FIFO,0,0,0,1,0,0,0,0,0,0,lb,in,,0,0,,,,,0,24.99,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No Drop Ship,,0,Item,,,,,,,,,,,,,,,,,,,,,,,,,"6-8, creative kids, Creative Kids™, Creativity Central, MCF, Retail",,Tax Exempt,Tax Exempt,ACTIVE,,,No,,0,,,No,No,1,FALSE,,,,,,,,,,,,China
61805,Creative Kids Little Gardener Wood Play Set For Kids 2+,Toys,Creative Kids,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,7.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"FaireImport, Wholesale",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
76080,Creative Kids Loopy Loom Colorful Weaving Set For Kids 6+,Toys,Creative Kids,Stock,,FIFO,0,0,0,0,0,0,0,0,0,0,lb,in,,0,0,FOB,,,,0,9.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,0,Unit,,,,,,,,,,,,,,,,,,,,,,,,,0 in stock,,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
CK-MPPLATEC-61090,Creative Kids Make & Play Plate Craft Kit - Make 8 Paper Plate Characters,Toys,Creative Kids,Stock,,FIFO,0,0,0,1.3,0,0,0,0,0,0,lb,in,,0,0,Amazon FBA,,,,0,24.99,0,0,0,0,0,0,0,0,0,No,No,No,No Drop Ship,,3,Unit,,,,,,,,,,,,,,,,,,,,,,,,,"3-5, creative kids, Creative Kids™, Creativity Central, MCF, Retail",,Tax Exempt,Tax Exempt,ACTIVE,,,Yes,,0,,,No,No,1,FALSE,,,,,,,,,,,,
